"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
7.4,0.4,0.41,14.1,0.053,37,93.4,0.99886,3.2,0.63,9.4,55.4302321224424
6.6,0.32,0.34,7.7,0.044,63,147.2,0.99526,3.22,0.48,9.7,59.5726047999746
7.1,0.34,0.31,5.2,0.032,36,86,0.99166,3.35,0.47,12.3,65.4659844561373
6.6,0.26,0.25,11.6,0.045,45,107.8,0.99691,3.33,0.43,9.8,56.8852813293387
8,0.27,0.57,10.4,0.053,18,49.4,0.99732,3.12,0.68,9,42.2705650895087
6.2,0.28,0.45,7.5,0.045,46,112.3,0.99573,3.26,0.46,9.2,56.9237610739684
6.2,0.3,0.49,11.2,0.058,68,157.5,0.99656,3.19,0.6,9.4,60.4476184646138
5.6,0.175,0.29,0.8,0.043,20,46.7,0.99112,3.28,0.48,9.9,52.8187888721904
6.9,0.34,0.36,1.4,0.032,13,40.5,0.99214,3.07,0.52,9.8,41.2136117968874
6.9,0.34,0.3,4.7,0.029,34,82.8,0.99165,3.36,0.49,12.3,65.1417225892454
7.1,0.12,0.3,3.1,0.018,15,33.7,0.99004,3.02,0.52,11.9,62.3749723251387
7.1,0.32,0.29,4,0.038,33,83,0.99463,3.27,0.64,10.2,54.7391935838347
7.3,0.51,0.29,11.3,0.034,61,144.4,0.99683,3.14,0.56,9.5,59.0438456665602
7.1,0.12,0.3,3.1,0.018,15,33.7,0.99004,3.02,0.52,11.9,62.3749723251387
6.3,0.24,0.55,8.1,0.04,67,155.6,0.99596,3.24,0.5,9.2,50.0925644501265
7.5,0.41,0.23,14.8,0.054,28,73.4,0.99898,3.18,0.49,9.7,43.7555468329849
6.5,0.18,0.33,1.4,0.029,35,83.8,0.99114,3.36,0.6,11.5,65.4709156900119
7.3,0.17,0.24,8.1,0.121,32,80.2,0.99508,3.17,0.38,10.4,75.2914198155224
8.2,0.2,0.38,3.5,0.053,41,99.4,0.99306,3.22,0.41,11.6,45.9173977133132
7.5,0.41,0.23,14.8,0.054,28,73.4,0.99898,3.18,0.49,9.7,43.7555468329849
7.3,0.17,0.24,8.1,0.121,32,80.2,0.99508,3.17,0.38,10.4,75.2914198155224
6.5,0.18,0.33,1.4,0.029,35,83.8,0.99114,3.36,0.6,11.5,65.4709156900119
7.3,0.16,0.35,1.5,0.036,29,68.8,0.99342,3.27,0.51,10.2,54.2887888605782
6.4,0.16,0.37,1.5,0.037,27,64.9,0.99345,3.38,0.5,9.8,53.9829327874229
6.6,0.42,0.13,12.8,0.044,26,67.8,0.99772,3.24,0.47,9,43.4010443168213
5.8,0.3,0.12,1.6,0.036,57,130.3,0.99239,3.38,0.59,10.5,58.5604309075441
6.7,0.54,0.27,7.1,0.049,8,33.8,0.99502,3.16,0.38,9.4,29.9936966375979
6.7,0.54,0.27,7.1,0.049,8,33.8,0.99502,3.16,0.38,9.4,29.9936966375979
6.4,0.22,0.3,11.2,0.046,53,120.9,0.99479,3.21,0.34,10.8,47.9506548295981
6.8,0.23,0.3,1.7,0.043,19,47.5,0.99207,3.17,0.46,10.7,62.8246573937424
9,0.26,0.34,6.7,0.029,21,58.2,0.99497,3.08,0.5,10.6,52.9508248846829
6.5,0.23,0.25,17.3,0.046,15,41,0.99828,3.15,0.42,9.2,52.2412233726158
5.9,0.28,0.14,8.6,0.032,30,74.2,0.99542,3.28,0.44,9.5,54.4170324189165
5.9,0.28,0.14,8.6,0.032,30,74.2,0.99542,3.28,0.44,9.5,54.4170324189165
6.2,0.27,0.18,1.5,0.028,20,51.1,0.99228,3.41,0.5,10,42.4804471135595
9,0.29,0.34,12.1,0.03,34,85.7,0.99706,3.13,0.47,10.6,44.8426125672387
9,0.26,0.34,6.7,0.029,21,58.2,0.99497,3.08,0.5,10.6,52.9508248846829
8.9,0.27,0.34,10.7,0.029,19.5,55.6,0.99669,3.13,0.48,10.6,42.5382776189235
6.5,0.23,0.25,17.3,0.046,15,41,0.99828,3.15,0.42,9.2,52.2412233726158
6.9,0.32,0.3,1.8,0.036,28,67.7,0.99269,3.24,0.48,11,53.8989104747839
7.2,0.22,0.24,1.4,0.041,17,49.9,0.99196,3.25,0.53,11.2,52.2858909757346
6.7,0.5,0.38,7.5,0.046,26,69.5,0.99662,3.32,0.54,9.6,43.18570902731
6.2,0.33,0.14,4.8,0.052,27,66.8,0.99475,3.21,0.48,9.4,43.529011038293
6.3,0.26,0.42,7.1,0.045,62,144.9,0.99544,3.2,0.53,9.5,59.4847786651713
7.5,0.2,0.47,16.9,0.052,51,120.8,0.99944,3.09,0.62,9.3,47.7479771093282
6.2,0.33,0.14,4.8,0.052,27,66.8,0.99475,3.21,0.48,9.4,43.529011038293
6.3,0.26,0.42,7.1,0.045,62,144.9,0.99544,3.2,0.53,9.5,59.4847786651713
6.6,0.36,0.52,11.3,0.046,8,27,0.9966,3.07,0.46,9.4,40.5647670148366
6.3,0.13,0.42,1.1,0.043,63,140.6,0.99066,3.13,0.72,11.2,69.9538354588812
6.4,0.15,0.44,1.2,0.043,67,149,0.9907,3.14,0.73,11.2,70.5638639888372
6.3,0.13,0.42,1.1,0.043,63,140.6,0.99066,3.13,0.72,11.2,69.9538354588812
7.6,0.23,0.64,12.9,0.033,54,125,0.998,3,0.53,8.8,48.1037185804253
6.4,0.15,0.44,1.2,0.043,67,149,0.9907,3.14,0.73,11.2,70.5638639888372
6.3,0.13,0.42,1.1,0.043,63,140.6,0.99066,3.13,0.72,11.2,69.9538354588812
5.7,0.255,0.65,1.2,0.079,17,47.7,0.99307,3.2,0.42,9.4,41.9469175331075
6.9,0.32,0.26,2.3,0.03,11,32.3,0.99106,3.06,0.42,11.1,51.1860959506727
6.9,0.28,0.22,10,0.052,36,85.1,0.99696,3.08,0.46,9.6,45.1160969539456
6.9,0.32,0.26,2.3,0.03,11,32.3,0.99106,3.06,0.42,11.1,51.1860959506727
5.7,0.255,0.65,1.2,0.079,17,47.7,0.99307,3.2,0.42,9.4,41.9469175331075
6.6,0.41,0.16,1.4,0.037,28,72,0.99167,2.95,0.45,10.6,53.7262687824958
7.3,0.37,0.16,14.9,0.048,59,142,0.99902,3.13,0.45,8.9,48.7487819984043
6.9,0.21,0.24,1.8,0.021,17,42,0.98992,3.15,0.46,12.3,62.5520040978405
6.6,0.24,0.28,1.8,0.028,39,91.2,0.99182,3.34,0.46,11.4,45.5428481785639
6.8,0.28,0.36,7,0.043,60,140.7,0.99556,3.16,0.49,9.6,59.1331449039832
6.6,0.24,0.24,8.6,0.034,25,63.5,0.99582,3.33,0.59,10.3,53.6823961026855
6.6,0.24,0.28,1.8,0.028,39,91.2,0.99182,3.34,0.46,11.4,45.5428481785639
7,0.16,0.32,1.1,0.032,29,66,0.98972,3.23,0.36,12.1,54.2796961282384
7,0.14,0.28,1.3,0.026,10,25.6,0.99352,3.46,0.45,9.9,41.0806917395013
6.3,0.34,0.36,4.9,0.035,31,80.5,0.9946,3.15,0.49,9.7,44.1527916754571
6.8,0.26,0.24,1.9,0.043,70,155.4,0.99273,3.18,0.52,10.5,50.4192443547867
6.7,0.17,0.42,10.4,0.038,85,188.2,0.99628,3.04,0.44,8.9,63.3248878978114
6.5,0.27,0.4,10,0.039,74,170.7,0.99582,3.18,0.5,9.4,51.1955933091822
6.7,0.25,0.36,8.6,0.037,63,146.6,0.99553,3.18,0.5,9.6,49.4498122712781
5.8,0.3,0.27,1.7,0.014,45,100.4,0.98914,3.4,0.56,12.6,66.9095190529005
6.4,0.28,0.56,1.7,0.156,49,108.6,0.99354,3.1,0.37,9.2,57.1891448506423
7.7,0.3,0.26,18.95,0.053,36,89.4,0.99976,3.2,0.5,10.4,45.2713826795338
6.8,0.18,0.3,12.8,0.062,19,55.1,0.99808,3,0.52,9,63.0757248779407
6.8,0.18,0.3,12.8,0.062,19,55.1,0.99808,3,0.52,9,63.0757248779407
6.8,0.18,0.3,12.8,0.062,19,55.1,0.99808,3,0.52,9,63.0757248779407
6.8,0.18,0.3,12.8,0.062,19,55.1,0.99808,3,0.52,9,63.0757248779407
6.8,0.18,0.3,12.8,0.062,19,55.1,0.99808,3,0.52,9,63.0757248779407
6.8,0.18,0.3,12.8,0.062,19,55.1,0.99808,3,0.52,9,63.0757248779407
5.1,0.14,0.25,0.7,0.039,15,38.9,0.9919,3.22,0.43,9.2,52.0686599644717
6.8,0.18,0.3,12.8,0.062,19,55.1,0.99808,3,0.52,9,63.0757248779407
7.2,0.615,0.1,1.4,0.068,25,65.4,0.99499,3.2,0.48,9.7,32.4753958393825
6.9,0.13,0.28,13.3,0.05,47,107.2,0.99655,3.34,0.42,10.1,57.4231390765263
6.7,0.34,0.3,8.5,0.059,24,63.2,0.99615,3.46,0.64,11,63.6140830307503
7.3,0.32,0.29,1.5,0.038,32,78.4,0.99296,3.2,0.55,10.8,44.2816304394303
6.3,0.21,0.29,11.7,0.048,49,112.7,0.99482,3.22,0.38,10.8,47.338321208895
5.4,0.5,0.13,5,0.028,12,34.7,0.99079,3.48,0.88,13.5,61.4317671355253
8.2,0.52,0.34,1.2,0.042,18,52.7,0.99366,3.24,0.39,10.6,41.7566474345173
7.8,0.28,0.31,2.1,0.046,28,76.8,0.99434,3.23,0.64,9.8,43.7126115132886
6.4,0.22,0.34,1.4,0.023,56,123.5,0.98958,3.18,0.7,11.7,58.4942342479895
7.8,0.28,0.31,2.1,0.046,28,76.8,0.99434,3.23,0.64,9.8,43.7126115132886
6.9,0.32,0.27,16,0.034,58,134.5,0.99938,3.34,0.6,9,58.959195107936
6.8,0.11,0.42,1.1,0.042,51,115.2,0.99059,3.18,0.74,11.3,68.080302137852
6.2,0.26,0.32,15.3,0.031,64,146.5,0.99835,3.31,0.61,9.4,49.7437244087437
6.4,0.22,0.34,1.4,0.023,56,123.5,0.98958,3.18,0.7,11.7,58.4942342479895
6.7,0.3,0.29,2.8,0.025,37,84.7,0.99159,3.31,0.63,11.3,65.6381295262609
6.7,0.3,0.29,2.8,0.025,37,84.7,0.99159,3.31,0.63,11.3,65.6381295262609
7.1,0.2,0.3,0.9,0.019,4,10.8,0.98931,3.2,0.36,12,50.2449582429285
7.2,0.2,0.36,2.5,0.028,22,59.7,0.9938,3.48,0.49,10.6,53.1668644607031
8.9,0.26,0.33,8.1,0.024,47,114.2,0.99558,3.13,0.46,10.8,57.1251116609585
7.5,0.25,0.32,8.2,0.024,53,126.9,0.99563,3.12,0.46,10.8,58.0954462697338
7.1,0.2,0.3,0.9,0.019,4,10.8,0.98931,3.2,0.36,12,50.2449582429285
6.3,0.27,0.46,11.1,0.053,44,105.7,0.99691,3.18,0.67,9.4,46.4312932380288
6.5,0.3,0.39,7.8,0.038,61,143.9,0.9959,3.19,0.5,9.4,49.0430169985161
6.7,0.3,0.29,2.8,0.025,37,84.7,0.99159,3.31,0.63,11.3,65.6381295262609
6.6,0.36,0.52,10.1,0.05,29,72,0.99628,3.07,0.4,9.4,43.8808280687547
6.15,0.21,0.37,3.2,0.021,20,48,0.99076,3.39,0.47,12,42.5990916510636
6.5,0.18,0.41,14.2,0.039,47,106.9,0.99678,3.28,0.72,10.3,67.6068447310264
6.5,0.18,0.41,14.2,0.039,47,106.9,0.99678,3.28,0.72,10.3,67.6068447310264
6.5,0.18,0.41,14.2,0.039,47,106.9,0.99678,3.28,0.72,10.3,67.6068447310264
6.6,0.26,0.21,2.9,0.026,48,108.6,0.99089,3.22,0.38,11.3,67.4389376918517
6.6,0.35,0.35,6,0.063,31,77,0.99537,3.1,0.47,9.4,54.3753222290387
6.5,0.28,0.28,20.4,0.041,40,94.4,1.0002,3.14,0.38,8.7,45.9656182853497
6.6,0.36,0.52,10.1,0.05,29,72,0.99628,3.07,0.4,9.4,43.8808280687547
6.6,0.26,0.21,2.9,0.026,48,108.6,0.99089,3.22,0.38,11.3,67.4389376918517
6.5,0.18,0.41,14.2,0.039,47,106.9,0.99678,3.28,0.72,10.3,67.6068447310264
6.15,0.21,0.37,3.2,0.021,20,48,0.99076,3.39,0.47,12,42.5990916510636
4.5,0.19,0.21,0.95,0.033,89,193.9,0.99332,3.34,0.42,8,53.5544585620425
8,0.24,0.26,1.7,0.033,36,85.6,0.99316,3.44,0.51,10.4,65.5566243038822
7.8,0.17,0.23,1.7,0.029,39,90.8,0.99272,3.37,0.41,10.7,66.1312138490868
7,0.24,0.24,9,0.03,42,105.9,0.99636,3.47,0.46,10.2,56.4154798865545
5.8,0.6,0,1.3,0.044,72,163.7,0.99202,3.56,0.43,10.9,50.2803893820043
5.9,0.445,0.26,1.4,0.027,23,56.9,0.99148,3.3,0.36,10.5,52.9275229562619
6.7,0.28,0.28,2.4,0.012,36,82,0.99064,3.26,0.39,11.7,65.5038650834516
6.8,0.44,0.2,16,0.065,61,140.6,0.99884,3.13,0.45,8.6,48.9728429169992
7.2,0.24,0.27,11.4,0.034,40,97.4,0.99773,3.2,0.44,9,45.8644161605836
8.7,0.31,0.73,14.35,0.044,27,73.1,1.00013,2.96,0.88,8.7,43.7031476975834
8.2,0.32,0.26,2.1,0.062,26,60.7,0.98974,3.1,0.47,12.8,53.5515014978597
7.2,0.24,0.27,11.4,0.034,40,97.4,0.99773,3.2,0.44,9,45.8644161605836
8.7,0.31,0.73,14.35,0.044,27,73.1,1.00013,2.96,0.88,8.7,43.7031476975834
7.5,0.13,0.38,1.1,0.023,42,94.4,0.99112,3.28,0.53,11.8,56.4035894121272
9.2,0.14,0.37,1.1,0.034,36,80.4,0.99136,3.05,0.55,11.6,55.3981935658775
7.4,0.2,0.37,1.2,0.028,28,64.9,0.99132,3.14,0.61,11.8,54.0546742245557
6.1,0.15,0.35,15.8,0.042,55,125.8,0.99642,3.24,0.37,10.6,48.4647493557616
7.6,0.23,0.4,5.2,0.066,14,37.1,0.99488,3.17,0.8,9.7,41.5935529216534
8.1,0.33,0.22,5.2,0.047,24,63.1,0.99527,3.22,0.47,10.3,43.0623153243102
7.15,0.17,0.24,9.6,0.119,56,129.8,0.99578,3.15,0.44,10.2,58.6544724264366
6.7,0.12,0.3,5.2,0.048,38,87.3,0.99352,3.33,0.44,10.1,66.0921979717421
5.7,0.18,0.36,1.2,0.046,9,25.1,0.99199,3.7,0.68,10.9,61.3587109145074
5.8,0.15,0.28,0.8,0.037,43,98.7,0.99198,3.24,0.51,9.3,46.2730785814422
6.6,0.23,0.29,14.45,0.057,29,72.4,0.99756,3.33,0.54,10.2,54.4280954218707
7.15,0.17,0.24,9.6,0.119,56,129.8,0.99578,3.15,0.44,10.2,58.6544724264366
7,0.34,0.39,6.9,0.066,43,102.2,0.99561,3.11,0.53,9.5,46.0730937510807
6.4,0.68,0.26,3.4,0.069,25,64.6,0.99347,3.18,0.4,9.3,42.6539832217518
7.3,0.22,0.31,2.3,0.018,45,98,0.98936,3.06,0.34,12.9,66.9923132837561
6.4,0.28,0.27,11,0.042,45,104.8,0.99786,3.14,0.46,8.7,46.5808932722795
6.9,0.4,0.22,5.95,0.081,76,182.3,0.99705,3.4,0.57,9.4,51.2474836949515
6.8,0.19,0.23,5.1,0.034,71,162.4,0.9942,3.23,0.69,10.1,50.7547229297689
7.1,0.23,0.24,5.4,0.039,60,139.6,0.9948,3.19,0.78,10,38.700843338436
6.45,0.14,0.42,1.2,0.05,51,114.9,0.99116,3.27,0.69,11.1,68.0437733461384
6.5,0.15,0.44,12.6,0.052,65,145.8,0.99688,3.26,0.7,10.3,70.4721767698781
7.1,0.15,0.34,1,0.033,27,61.3,0.98974,3.24,0.41,12.2,53.9742148761195
6.7,0.33,0.34,6.6,0.067,35,85.6,0.99542,3.11,0.48,9.3,55.0511916412386
7.2,0.3,0.26,1.5,0.041,46,109.8,0.99154,3.19,0.56,11.3,56.7780103112695
7,0.23,0.33,1,0.043,46,103,0.99118,3.04,0.65,10.8,56.8493308941544
8,0.13,0.25,1.1,0.033,15,38.6,0.99044,2.98,0.39,11.2,72.5495085906122
6.2,0.21,0.34,6.6,0.03,36,81.1,0.9914,3.32,0.45,12.5,65.6798720711286
8.3,0.4,0.41,8.2,0.05,15,42.2,0.9979,3.39,0.49,9.3,41.5999052448171
5.9,0.34,0.31,2,0.03,38,90.2,0.98892,3.4,0.41,12.9,65.7305977525057
6.6,0.12,0.25,1.4,0.039,21,55.1,0.99114,3.2,0.45,11.2,63.305594929957
9.6,0.655,0.21,2,0.039,21,54,0.99188,3,1,12.6,52.2693494382661
6.8,0.26,0.4,7.5,0.046,45,107.9,0.99583,3.2,0.49,9.3,46.544882077364
5.9,0.34,0.31,2,0.03,38,90.2,0.98892,3.4,0.41,12.9,65.7305977525057
5.9,0.3,0.3,2,0.03,38,90.2,0.98892,3.41,0.41,12.9,65.7905131041891
7,0.15,0.3,13.3,0.049,46,104,0.99704,3.2,0.36,9.5,67.4597366673549
7.9,0.37,0.31,2.85,0.037,5,12.4,0.9911,3.19,0.36,11.9,50.1786882504805
7.2,0.35,0.25,5.6,0.032,23,58,0.99334,2.93,0.66,10.3,63.3397640068033
7.2,0.32,0.24,5.6,0.033,23,58,0.99334,2.92,0.66,10.3,63.3818862219492
7.6,0.1,0.33,1,0.031,33,75.3,0.99094,3.06,0.68,11.2,54.9815658546234
6.2,0.25,0.31,3.2,0.03,32,79,0.99014,3.18,0.31,12,54.6612245413658
7.1,0.31,0.17,1,0.042,21,56.4,0.99304,3.13,0.4,9.6,42.5272918501681
7.6,0.18,0.28,7.1,0.041,29,69,0.99652,3.2,0.42,9.2,54.3560655919818
8,0.17,0.29,2.4,0.029,52,115.9,0.98944,3.03,0.33,12.9,57.9282331830961
7.2,0.19,0.27,11.2,0.061,46,106.9,0.99772,2.99,0.59,9.3,57.0853561510877
7.6,0.32,0.25,9.5,0.03,15,43.6,0.99367,3.1,0.44,12.1,51.9655962952321
7.1,0.31,0.17,1,0.042,21,56.4,0.99304,3.13,0.4,9.6,42.5272918501681
6.6,0.21,0.29,1.8,0.026,35,82.8,0.99183,3.37,0.48,11.2,55.1970031435989
7,0.16,0.36,2.6,0.029,28,65.8,0.99126,3.11,0.37,11.2,64.3776915566663
8,0.17,0.29,2.4,0.029,52,115.9,0.98944,3.03,0.33,12.9,57.9282331830961
6.6,0.24,0.38,8,0.042,56,130.7,0.99577,3.21,0.46,9.2,48.3386987273063
7.2,0.19,0.27,11.2,0.061,46,106.9,0.99772,2.99,0.59,9.3,57.0853561510877
7.6,0.18,0.28,7.1,0.041,29,69,0.99652,3.2,0.42,9.2,54.3560655919818
6.9,0.3,0.25,3.3,0.041,26,64.4,0.99428,3.18,0.5,9.3,53.6287079456859
6.2,0.28,0.27,10.3,0.03,26,62.8,0.99388,3.2,0.36,10.7,53.8017750069239
6.9,0.31,0.32,1.2,0.024,20,56.6,0.99208,3.05,0.54,9.8,52.6136255873532
6.7,0.23,0.25,1.6,0.036,28,70.3,0.99256,3.3,0.54,10.3,54.0351092137411
6.2,0.28,0.27,10.3,0.03,26,62.8,0.99388,3.2,0.36,10.7,53.8017750069239
5.7,0.23,0.28,9.65,0.025,26,64.1,0.9925,3.28,0.38,11.3,53.8756189869203
6.5,0.22,0.5,16.4,0.048,36,90.2,0.99904,3.02,0.49,8.8,55.5576364935079
7,0.18,0.37,1.5,0.043,16,42.4,0.99216,3.18,0.5,10.8,41.9323262995051
6.9,0.31,0.32,1.2,0.024,20,56.6,0.99208,3.05,0.54,9.8,52.6136255873532
6.9,0.3,0.25,3.3,0.041,26,64.4,0.99428,3.18,0.5,9.3,53.6287079456859
6.5,0.46,0.31,5,0.027,15,37.2,0.99165,3.26,0.6,11.5,61.9373440673965
6.5,0.23,0.36,16.3,0.038,43,99.3,0.99924,3.26,0.41,8.8,46.452836301421
6.5,0.23,0.36,16.3,0.038,43,99.3,0.99924,3.26,0.41,8.8,46.452836301421
6.5,0.23,0.36,16.3,0.038,43,99.3,0.99924,3.26,0.41,8.8,46.452836301421
6.6,0.26,0.38,6.5,0.17,68,156.1,0.9956,3.19,0.38,9.4,60.3388784818866
6.7,0.26,0.39,6.4,0.171,64,148,0.99562,3.19,0.38,9.4,59.6994903053669
7.5,0.28,0.39,10.2,0.045,59,138.9,0.9972,3.16,0.63,9.6,59.0331848301628
6.5,0.23,0.36,16.3,0.038,43,99.3,0.99924,3.26,0.41,8.8,46.452836301421
6.8,0.23,0.42,7.4,0.044,56,130.9,0.9958,3.22,0.48,9.3,58.5827260712694
7.8,0.25,0.34,13.7,0.044,66,150.4,0.99976,3.22,0.75,8.9,50.0252203024159
7.8,0.25,0.34,13.7,0.044,66,150.4,0.99976,3.22,0.75,8.9,50.0252203024159
5.6,0.2,0.22,1.3,0.049,25,65.5,0.99296,3.74,0.43,10,43.3995066810499
6.4,0.21,0.44,7.4,0.045,47,112.2,0.9957,3.24,0.46,9.1,46.9391026995457
6.8,0.23,0.42,7.4,0.044,56,130.9,0.9958,3.22,0.48,9.3,58.5827260712694
6.8,0.24,0.37,7.45,0.043,59,136.8,0.99579,3.2,0.5,9.4,59.0458025162415
7.8,0.25,0.28,7.2,0.04,46,109.9,0.99541,3.14,0.6,10.1,56.9543036001619
7.8,0.25,0.34,13.7,0.044,66,150.4,0.99976,3.22,0.75,8.9,50.0252203024159
6.8,0.16,0.29,10.4,0.046,59,132.3,0.99518,3.2,0.4,10.8,59.2187944646763
5.2,0.28,0.29,1.1,0.028,18,42.9,0.99168,3.24,0.54,10,52.3585154069694
7.5,0.18,0.31,6.5,0.029,53,122,0.99276,3.03,0.38,10.9,58.15079288859
7.5,0.26,0.3,4.6,0.027,29,67.2,0.99085,3.15,0.38,12,64.4365916573293
8.2,0.37,0.64,13.9,0.043,22,61.1,0.99873,2.99,0.8,9.3,42.8175057768053
7.6,0.4,0.27,5.2,0.03,32,74.1,0.99172,3.22,0.62,12.3,64.7279974825228
7.5,0.26,0.25,1.7,0.038,29,70.9,0.99312,3.45,0.56,10.4,54.1693795870025
7.5,0.18,0.31,6.5,0.029,53,122,0.99276,3.03,0.38,10.9,58.15079288859
6.9,0.23,0.32,16.4,0.045,62,139.3,0.9972,3.22,0.42,10.5,49.4693071231779
5.3,0.2,0.31,3.6,0.036,22,53.1,0.99278,3.41,0.5,9.8,53.1746823474761
6.5,0.17,0.31,1.5,0.041,34,80.1,0.99092,3.06,0.46,10.5,55.0412789096836
6.5,0.35,0.28,12.4,0.051,86,193.3,0.9962,3.16,0.51,9.9,63.2677813307507
6.5,0.29,0.31,1.7,0.035,24,55.9,0.99053,3.27,0.69,11.4,63.5504419062094
6.8,0.3,0.22,6.2,0.06,41,101,0.99858,3.18,0.51,9.2,45.8164550042693
7.9,0.51,0.36,6.2,0.051,30,77.3,0.9984,3.09,0.53,9.7,43.7512798749275
7.9,0.51,0.34,2.6,0.049,13,39.5,0.99335,3.09,0.51,10,40.9789079043173
6.5,0.29,0.31,1.7,0.035,24,55.9,0.99053,3.27,0.69,11.4,63.5504419062094
7.1,0.29,0.28,9.3,0.048,50,114.1,0.9949,3.13,0.49,10.3,57.5656581386425
6.5,0.35,0.28,12.4,0.051,86,193.3,0.9962,3.16,0.51,9.9,63.2677813307507
6.5,0.17,0.31,1.5,0.041,34,80.1,0.99092,3.06,0.46,10.5,55.0412789096836
7.4,0.2,0.28,9.1,0.047,29,67.5,0.99532,3.16,0.47,9.8,64.5978643006508
6.9,0.615,0.42,12,0.067,24,61.1,0.99727,3.19,0.34,9.3,42.7536533351605
6.8,0.32,0.28,4.8,0.034,25,60,0.99026,3.08,0.47,12.4,63.7029991422015
6.3,0.2,0.19,12.3,0.048,54,122.5,0.99668,3.16,0.42,9.3,58.3968165660424
6.9,0.615,0.42,12,0.067,24,61.1,0.99727,3.19,0.34,9.3,42.7536533351605
8,0.23,0.28,2.7,0.048,49,114.5,0.9952,3.26,0.72,9.5,57.3839233595624
6.7,0.27,0.33,3.6,0.034,9,22.5,0.99144,3.08,0.4,10.5,50.963896538345
6.7,0.27,0.33,3.6,0.034,9,22.5,0.99144,3.08,0.4,10.5,50.963896538345
6.7,0.44,0.22,4.3,0.032,19,47.9,0.99015,3.26,0.53,12.8,62.5881173181745
7,0.34,0.3,1.8,0.045,44,102.2,0.9914,2.99,0.45,10.8,56.3786486318373
7.3,0.26,0.33,11.8,0.057,48,108.7,0.99693,3.1,0.55,10,57.3279058356849
5.8,0.17,0.34,1.8,0.045,96,209,0.99035,3.38,0.9,11.8,85.4333554061561
7.3,0.26,0.33,11.8,0.057,48,108.7,0.99693,3.1,0.55,10,57.3279058356849
5.8,0.17,0.34,1.8,0.045,96,209,0.99035,3.38,0.9,11.8,85.4333554061561
6.8,0.17,0.36,1.4,0.036,38,86.8,0.99006,3.19,0.66,12,55.6944132089309
7.1,0.43,0.3,6.6,0.025,15,43.8,0.99126,3.18,0.46,12.6,51.7616457602942
5.8,0.315,0.27,1.55,0.026,15,37,0.98994,3.37,0.4,11.9,72.3403372848967
5.9,0.17,0.28,0.7,0.027,5,12.8,0.98985,3.13,0.32,10.6,40.1882835786647
6.6,0.34,0.18,6.4,0.082,47,118,0.9971,3.42,0.48,9.2,46.7314483756022
8.6,0.33,0.34,11.8,0.059,42,108,0.99882,3.17,0.52,10,56.2777589997814
5.6,0.12,0.26,4.3,0.038,18,45.7,0.99477,3.36,0.46,9.2,42.4200113208476
5.8,0.13,0.26,5.1,0.039,19,48.3,0.99478,3.36,0.47,9.3,52.8210805710134
7.7,0.18,0.35,5.8,0.055,25,64.4,0.99576,3.24,0.54,10.2,53.6881024167393
7.7,0.16,0.36,5.9,0.054,25,64.8,0.99578,3.25,0.54,10.2,53.7209773179906
6,0.26,0.15,1.3,0.06,51,117.4,0.99354,3.14,0.51,8.7,47.3690882038412
7.3,0.32,0.35,1.4,0.05,8,32.3,0.99244,3.24,0.42,10.7,40.4555372218409
7.7,0.3,0.34,1.2,0.048,4,19.9,0.99084,3.18,0.34,12.1,50.0805857051788
7.9,0.16,0.3,7.4,0.05,58,131.2,0.99612,3.12,0.37,9.5,58.989315091442
6.4,0.27,0.29,10.8,0.028,17,45.8,0.99356,3.18,0.37,11.2,52.39225491742
6.9,0.16,0.37,1.8,0.034,36,81.5,0.98952,2.93,0.59,12,55.3675660969646
7.9,0.16,0.3,7.4,0.05,58,131.2,0.99612,3.12,0.37,9.5,58.989315091442
7.7,0.3,0.34,1.2,0.048,4,19.9,0.99084,3.18,0.34,12.1,50.0805857051788
7.3,0.32,0.35,1.4,0.05,8,32.3,0.99244,3.24,0.42,10.7,40.4555372218409
6.4,0.44,0.44,14.4,0.048,29,80.8,0.99955,3.26,0.54,8.8,64.3566641460906
6.3,0.2,0.24,1.7,0.052,36,85.5,0.99374,3.8,0.66,10.8,55.4044466415538
6.2,0.29,0.32,3.6,0.026,39,91.8,0.9892,3.31,0.37,13.1,65.9849741133765
7.6,0.39,0.32,3.6,0.035,22,53.3,0.99144,3.08,0.6,12.5,63.0987284730509
7,0.36,0.32,10.05,0.045,37,87.1,0.99352,3.09,0.33,11.7,75.8891529607682
7,0.36,0.32,10.05,0.045,37,87.1,0.99352,3.09,0.33,11.7,75.8891529607682
7,0.36,0.32,10.5,0.045,35,83.5,0.9935,3.09,0.33,11.6,75.5794923753153
7.6,0.2,0.36,1.9,0.043,24,59.1,0.99237,3.29,0.54,11.3,53.4395679449191
7.6,0.39,0.32,3.6,0.035,22,53.3,0.99144,3.08,0.6,12.5,63.0987284730509
6.7,0.2,0.37,1.65,0.025,42,94.3,0.99022,3.11,0.45,11.4,46.0476893929559
6.2,0.235,0.34,1.9,0.036,4,19.7,0.99032,3.4,0.44,12.2,39.9826965660911
7.8,0.965,0.6,65.8,0.074,8,32,1.03898,3.39,0.69,11.7,50.98332332791
7.1,0.2,0.31,6.85,0.053,32,85.1,0.99587,3.31,0.59,10.4,54.8038391906185
